article_name,country,revision_id,population,article_quality
Vahan Hovhannisyan,Armenia,743435898,"3,017,106",Start
Hakob Zavriev,Armenia,743436564,"3,017,106",Stub
Stepan Demirchyan,Armenia,743654952,"3,017,106",Start
Yuri Bakhshyan,Armenia,746566896,"3,017,106",Stub
Ruben Hovsepyan,Armenia,749956777,"3,017,106",Stub
Ashot Hovakimian,Armenia,751213324,"3,017,106",Stub
Vardan Ayvazyan,Armenia,751213946,"3,017,106",Stub
Anahit Bakhshyan,Armenia,751213999,"3,017,106",Stub
Arshak Jamalyan,Armenia,753166513,"3,017,106",Stub
Suren Khachatryan,Armenia,754591172,"3,017,106",Start
Ashot Navasardyan,Armenia,754821461,"3,017,106",Stub
Nerses Yeritsyan,Armenia,755080646,"3,017,106",Start
Sergo Karapetyan,Armenia,756438718,"3,017,106",Stub
Sarkis Assadourian,Armenia,756570983,"3,017,106",Start
Vagharshak Harutiunyan,Armenia,756695353,"3,017,106",Start
Artem Asatryan,Armenia,756697446,"3,017,106",Start
Arthur Gregorian,Armenia,756697478,"3,017,106",Start
Gevorg Petrosyan (politician),Armenia,756697534,"3,017,106",Start
Ashot Yeghiazaryan,Armenia,756885234,"3,017,106",Stub
Gagik Beglaryan,Armenia,758732500,"3,017,106",Start
Vano Siradeghyan,Armenia,761000859,"3,017,106",GA
Hovsep Arghutian,Armenia,761135606,"3,017,106",Start
Abraham Guloyan,Armenia,762121328,"3,017,106",Stub
Sirakan Tigranyan,Armenia,763112427,"3,017,106",Stub
Armen Gevorgyan,Armenia,763852889,"3,017,106",Stub
Ruben Mirzakhanyan,Armenia,765498471,"3,017,106",Start
Hayk Ovsepyan,Armenia,768330135,"3,017,106",Start
Armen Movsisyan,Armenia,768361596,"3,017,106",Stub
Sargis Hаmbardzumyan,Armenia,770524942,"3,017,106",Stub
Shavarsh Kocharyan,Armenia,770937366,"3,017,106",Stub
Harutiun Jangülian,Armenia,772208124,"3,017,106",C
Sergey Manassarian,Armenia,773091402,"3,017,106",Start
Askanaz Mravyan,Armenia,773245305,"3,017,106",Stub
Vazgen Manukyan,Armenia,774204451,"3,017,106",Start
Emil Gabrielian,Armenia,774377069,"3,017,106",Start
Felix Tsolakyan,Armenia,774602762,"3,017,106",Stub
Levon Zourabian,Armenia,776216336,"3,017,106",Start
Armen Smbatian,Armenia,779101347,"3,017,106",Start
Hamo Ohanjanyan,Armenia,779566180,"3,017,106",Stub
Khachatur Karchikyan,Armenia,779982197,"3,017,106",Stub
Levon Ghulyan,Armenia,779982228,"3,017,106",Stub
Christophor Vermishyan,Armenia,779982275,"3,017,106",Stub
Sahak Torosyan,Armenia,779982297,"3,017,106",Start
Hovhannes Ter-Mikaelyan,Armenia,779982329,"3,017,106",Stub
Artashes Babalian,Armenia,779982400,"3,017,106",Stub
Sargis Araratyan,Armenia,779982421,"3,017,106",Stub
Hambardzum Terteryan,Armenia,779982452,"3,017,106",Stub
Yervand Zakharyan,Armenia,780500479,"3,017,106",Start
Liliam Kechichián,Armenia,780551771,"3,017,106",Stub
Alexander Khatisian,Armenia,783339002,"3,017,106",Start
Fadey Sargsyan,Armenia,785205277,"3,017,106",Stub
Artur Baghdasaryan,Armenia,786058343,"3,017,106",Start
Avetik Sahakyan,Armenia,786059038,"3,017,106",Stub
"Vahe Hakobyan (politician, born 1971)",Armenia,786714913,"3,017,106",Stub
Karapet Rubinyan,Armenia,787336697,"3,017,106",C
Hranush Hakobyan,Armenia,787988006,"3,017,106",Stub
Karine Kazinian,Armenia,787988587,"3,017,106",Stub
Hermine Naghdalyan,Armenia,787988644,"3,017,106",Start
Sargis Lukashin,Armenia,788080681,"3,017,106",Stub
Semyon Bagdasarov,Armenia,788128900,"3,017,106",Stub
Albert Bazeyan,Armenia,788186587,"3,017,106",Start
Vahan Minakhoryan,Armenia,788878518,"3,017,106",Start
Khosrov Harutyunyan,Armenia,788941925,"3,017,106",Stub
Armen Sarkissian,Armenia,788941967,"3,017,106",Start
Aram Achekbashian,Armenia,789016925,"3,017,106",Stub
Zaruhi Postanjyan,Armenia,789041754,"3,017,106",C
Garo Paylan,Armenia,789313167,"3,017,106",C
Patrick Devedjian,Armenia,789326146,"3,017,106",C
Samvel Nikoyan,Armenia,789469379,"3,017,106",Stub
Selina Özuzun Doğan,Armenia,789653978,"3,017,106",Start
Armen Martirosyan (politician),Armenia,789737548,"3,017,106",Stub
Ara Babloyan,Armenia,790410389,"3,017,106",Start
Armen Darbinyan,Armenia,790410544,"3,017,106",Stub
Hrayr Karapetyan,Armenia,790410710,"3,017,106",Start
Tigran Torosyan,Armenia,790410737,"3,017,106",Stub
Nikol Pashinyan,Armenia,790556865,"3,017,106",C
Vagarshak Ter-Vaganyan,Armenia,791319812,"3,017,106",Start
Eduard Nalbandyan,Armenia,791733725,"3,017,106",Stub
Rita Sargsyan,Armenia,791908393,"3,017,106",Stub
Robert Beglarian,Armenia,792289455,"3,017,106",Start
Levon Davidian,Armenia,792301034,"3,017,106",Stub
Marios Garoyian,Armenia,794217088,"3,017,106",Start
Steven Derounian,Armenia,794590298,"3,017,106",Start
Arturo Sarukhán,Armenia,794975809,"3,017,106",C
Eduard Sharmazanov,Armenia,795435043,"3,017,106",Stub
Mariam Vardanian,Armenia,795646292,"3,017,106",Stub
Karen Demirchyan,Armenia,795946006,"3,017,106",C
Davit Harutyunyan,Armenia,796341229,"3,017,106",Stub
Abraham Gyulkhandanyan,Armenia,796403217,"3,017,106",Stub
Artashes Enfiajyan,Armenia,796407368,"3,017,106",Stub
Harout Chitilian,Armenia,796662869,"3,017,106",C
Aram Grigoryan,Armenia,796744049,"3,017,106",Start
Vahram Atanesyan,Armenia,796744469,"3,017,106",Stub
David Babayan,Armenia,796744473,"3,017,106",Start
Samvel Babayan,Armenia,796744476,"3,017,106",C
Vitaly Balasanyan,Armenia,796744479,"3,017,106",C
Romela Dadayan,Armenia,796744489,"3,017,106",Stub
Ashot Ghulian,Armenia,796744491,"3,017,106",Start
Rudik Hyusnunts,Armenia,796744494,"3,017,106",Stub
Hovik Jivanyan,Armenia,796744496,"3,017,106",Stub
Gagik Petrosyan,Armenia,796744525,"3,017,106",Stub
Arthur Tovmasyan,Armenia,796744547,"3,017,106",Stub
Vardges Ulubabyan,Armenia,796744550,"3,017,106",Stub
Anushavan Danielyan,Armenia,796744572,"3,017,106",Stub
Oleg Yesayan,Armenia,796744587,"3,017,106",Stub
Bella Kocharyan,Armenia,796759399,"3,017,106",Stub
Suren Shadunts,Armenia,797274423,"3,017,106",Start
Hrant Markarian,Armenia,797605997,"3,017,106",Stub
Aram Sargsyan,Armenia,797641017,"3,017,106",Stub
Edmon Marukyan,Armenia,797644864,"3,017,106",C
Galust Sahakyan,Armenia,797677729,"3,017,106",Start
Alexander Yenikomshian,Armenia,797912399,"3,017,106",Start
George Deukmejian,Armenia,798815024,"3,017,106",C
Paruyr Hayrikyan,Armenia,799145254,"3,017,106",C
Serzh Sargsyan,Armenia,800119690,"3,017,106",GA
Genrikh Poghosyan,Armenia,800413624,"3,017,106",Start
Boris Kevorkov,Armenia,800413661,"3,017,106",Start
Yakov Zarobyan,Armenia,800421787,"3,017,106",Start
Vazgen Sargsyan,Armenia,801096995,"3,017,106",FA
Sahak Karapetyan,Armenia,801128093,"3,017,106",Stub
Drastamat Kanayan,Armenia,801264733,"3,017,106",C
Diana Abgar,Armenia,801668844,"3,017,106",Start
Artashes Abeghyan,Armenia,801690075,"3,017,106",Stub
Gegham Gharibjanian,Armenia,801940358,"3,017,106",Start
Grigory Arutyunov,Armenia,802013885,"3,017,106",Stub
Vladik Khachatryan,Armenia,802245798,"3,017,106",Stub
Daniel-Bek of Sassun,Armenia,802438576,"3,017,106",Start
Parunak Ferukhan,Armenia,802438639,"3,017,106",Stub
Khachatur-Bek of Mush,Armenia,802438821,"3,017,106",Stub
Khachatur Malumian,Armenia,802438853,"3,017,106",Start
Paul Paul,Armenia,802438999,"3,017,106",Start
Nahapet Rusinian,Armenia,802439023,"3,017,106",Start
Servitchen,Armenia,802439049,"3,017,106",Stub
Gegham Ter-Karapetian,Armenia,802439147,"3,017,106",Stub
Berç Türker Keresteciyan,Armenia,802439184,"3,017,106",C
Kegham Vanigian,Armenia,802439194,"3,017,106",Start
Kasbar Sinabian,Armenia,802444447,"3,017,106",Stub
Krikor Odian,Armenia,802445319,"3,017,106",Stub
Mekertich Portukalian,Armenia,802446438,"3,017,106",Stub
Vartkes Serengülian,Armenia,802446447,"3,017,106",Stub
Krikor Zohrab,Armenia,802446482,"3,017,106",C
President of the National Assembly of Artsakh,Armenia,802613515,"3,017,106",Stub
Serop Zakaryan,Armenia,802645697,"3,017,106",Stub
Arpine Hovhannisyan,Armenia,802653928,"3,017,106",Start
Karen Mirzoyan,Armenia,802684417,"3,017,106",Start
Anastas Mikoyan,Armenia,802890032,"3,017,106",FA
Zohrab Mnatsakanian,Armenia,803219693,"3,017,106",Stub
Gabriel Noradunkyan,Armenia,804580633,"3,017,106",C
Katcho Achadjian,Armenia,805192175,"3,017,106",C
Garegin Nzhdeh,Armenia,805661031,"3,017,106",C
Tigranes the Great,Armenia,805927583,"3,017,106",GA
Karen Karapetyan,Armenia,806141853,"3,017,106",Start
Anton Kochinyan,Armenia,806200950,"3,017,106",Stub
Levon Ter-Petrosyan,Armenia,806221302,"3,017,106",C
Ruben Darbinyan,Armenia,806295038,"3,017,106",Start
Vigen Sargsyan,Armenia,806365455,"3,017,106",Start
Artur Mkrtchyan,Armenia,806492485,"3,017,106",Stub
Andrias Ghukasyan,Armenia,806668156,"3,017,106",Start
Varujan Vosganian,Armenia,806688665,"3,017,106",C
Robert Kocharyan,Armenia,806697885,"3,017,106",GA
Grigor Jaghetyan,Armenia,806802720,"3,017,106",Stub
Adrin Nazarian,Armenia,807020973,"3,017,106",C
Georgi Petrosian,Armenia,807125089,"3,017,106",Stub
Template:Taiwan-mayor-stub,Taiwan,530544520,"23,468,000",Stub
Template:Taiwan-politician-stub,Taiwan,567181489,"23,468,000",Stub
Template:Taiwan-diplomat-stub,Taiwan,615935504,"23,468,000",Stub
President of Taiwan,Taiwan,686619225,"23,468,000",Stub
Timothy Ting,Taiwan,701014752,"23,468,000",Start
Huang Shujing,Taiwan,707047538,"23,468,000",Stub
Cheng Li-wen,Taiwan,710095591,"23,468,000",Stub
Chen Po-chih,Taiwan,711596369,"23,468,000",Stub
Chiu Yi,Taiwan,717512990,"23,468,000",Stub
Chang Pei-chih,Taiwan,722965184,"23,468,000",Stub
Hsueh Ling,Taiwan,723280242,"23,468,000",Stub
Chang Fan,Taiwan,724109005,"23,468,000",Start
Lee I-yang,Taiwan,724861210,"23,468,000",Stub
Jiang Fucong,Taiwan,729319133,"23,468,000",Start
Lin Hung-chih,Taiwan,736664820,"23,468,000",Stub
Teng Tsu-lin,Taiwan,737512327,"23,468,000",Stub
Chen Ting-fei,Taiwan,737991531,"23,468,000",Stub
Huang Kuo-chung,Taiwan,743302784,"23,468,000",Stub
Yang Kuo-chiang,Taiwan,746071945,"23,468,000",Start
Hou Chong-wen,Taiwan,748482058,"23,468,000",Stub
Chih-Peng Huang,Taiwan,750880781,"23,468,000",Stub
Yang Chiung-ying,Taiwan,751062013,"23,468,000",Stub
Yuan Tze-yu,Taiwan,752820880,"23,468,000",Start
Hsu Ming-tsai,Taiwan,752841804,"23,468,000",Start
Chen Kuei-miao,Taiwan,752841817,"23,468,000",Start
Tien Chiu-chin,Taiwan,753094173,"23,468,000",Stub
Chang Tien-chin,Taiwan,753258632,"23,468,000",Stub
Chen Ching-tsai,Taiwan,753260303,"23,468,000",Stub
Wang Lan,Taiwan,753487535,"23,468,000",Stub
Wang Yu-yun,Taiwan,753825787,"23,468,000",Start
Yang Chin-hu,Taiwan,753826118,"23,468,000",Stub
Ding Kung-wha,Taiwan,754029084,"23,468,000",Stub
Tibusungu 'e Vayayana,Taiwan,754083908,"23,468,000",Stub
Hwang Yea-baang,Taiwan,754149320,"23,468,000",Stub
Kuan Chung-ming,Taiwan,754156257,"23,468,000",Start
Lin Chu-chia,Taiwan,754578308,"23,468,000",Start
Howard S.H. Shyr,Taiwan,754949664,"23,468,000",Start
Su Chun-jung,Taiwan,754951326,"23,468,000",Stub
Sun Ta-chuan,Taiwan,754953077,"23,468,000",Stub
Irving H.C. Tai,Taiwan,755144385,"23,468,000",Stub
Tseng Shu-cheng,Taiwan,755518156,"23,468,000",Stub
Wang Chung-yi,Taiwan,755817794,"23,468,000",Stub
Tsai Huei-min,Taiwan,755819084,"23,468,000",Stub
Teng Min-chih,Taiwan,755819501,"23,468,000",Stub
Sun Te-hsiung,Taiwan,755821632,"23,468,000",Stub
Shih Hui-fen,Taiwan,755832476,"23,468,000",Stub
Luh Dun-jin,Taiwan,755969114,"23,468,000",Stub
Lu Kuo-hua,Taiwan,755969184,"23,468,000",Stub
Liu Yu-you,Taiwan,755969322,"23,468,000",Stub
Liu I-chou,Taiwan,755969854,"23,468,000",Start
Chen Jinn-lih,Taiwan,755982724,"23,468,000",Stub
Lin Chiang-yi,Taiwan,755995691,"23,468,000",Start
Lee Han-shen,Taiwan,755996543,"23,468,000",Start
Kao Koong-lian,Taiwan,756000507,"23,468,000",C
Kao Fu-yao,Taiwan,756001155,"23,468,000",Stub
Huang Kuang-nan,Taiwan,756290028,"23,468,000",Stub
Hsin Shih-chang,Taiwan,756290510,"23,468,000",Start
Michael Gau,Taiwan,756309411,"23,468,000",Stub
Joyce Feng,Taiwan,756309604,"23,468,000",Stub
Chu Tzer-ming,Taiwan,756310596,"23,468,000",Stub
Chou Yuan-chin,Taiwan,756310874,"23,468,000",Stub
Cheng Chang-hsiung,Taiwan,756465347,"23,468,000",Stub
Chen Shi-shuenn,Taiwan,756465664,"23,468,000",Start
Lin Hsin-i,Taiwan,756605638,"23,468,000",Stub
Paul Chiu,Taiwan,756606361,"23,468,000",Stub
Wu Mei-hung,Taiwan,756732391,"23,468,000",Start
Yan Jeou-rong,Taiwan,756897093,"23,468,000",Stub
Wu Yu-jen,Taiwan,756998766,"23,468,000",Stub
Huang Fu-yuan,Taiwan,757254035,"23,468,000",Stub
Yen Chiu-lai,Taiwan,757353921,"23,468,000",Start
Shirley Kuo,Taiwan,757402450,"23,468,000",Stub
Ho Mei-yueh,Taiwan,757563196,"23,468,000",Stub
Kao Su-po,Taiwan,758060701,"23,468,000",Stub
Sung Yu-hsieh,Taiwan,758394764,"23,468,000",Stub
Cheng Jei-cheng,Taiwan,758682356,"23,468,000",Stub
Chen Shu-hui,Taiwan,759304620,"23,468,000",Stub
Wu Ching-ji,Taiwan,759355849,"23,468,000",Stub
Shea Jia-dong,Taiwan,759614202,"23,468,000",Stub
Lee Sush-der,Taiwan,759614813,"23,468,000",Stub
Ho Chih-chin,Taiwan,759664380,"23,468,000",Start
Kao Shien-quey,Taiwan,759762778,"23,468,000",Stub
Liao Liou-yi,Taiwan,760963711,"23,468,000",Stub
Lin Fong-cheng,Taiwan,760970380,"23,468,000",Start
Liao Cheng-hao,Taiwan,760987606,"23,468,000",Stub
Wu Chen-huan,Taiwan,761025180,"23,468,000",Start
James C. F. Huang,Taiwan,761074170,"23,468,000",Start
Pan Men-an,Taiwan,761141148,"23,468,000",Start
Meng Fan-chao,Taiwan,761180310,"23,468,000",Stub
Yang Chiu-hsing,Taiwan,761182163,"23,468,000",Start
Lee Yi-ting,Taiwan,761349682,"23,468,000",Stub
Hsueh Hsiang-chuan,Taiwan,761425305,"23,468,000",Stub
Tang Bi-a,Taiwan,761461328,"23,468,000",Stub
Wu Ying-yih,Taiwan,761475154,"23,468,000",Stub
Chen Jian-yu,Taiwan,761534819,"23,468,000",Stub
Tsai Duei,Taiwan,761547293,"23,468,000",Stub
Chan I-hua,Taiwan,763640975,"23,468,000",Stub
Chang Chuan-tien,Taiwan,763800605,"23,468,000",Stub
Chen Chao-min,Taiwan,763939836,"23,468,000",Stub
Chung Wan-mei,Taiwan,764832548,"23,468,000",Stub
Wu Tsung-tsong,Taiwan,765234214,"23,468,000",Stub
Lee Tien-yu,Taiwan,765267997,"23,468,000",Stub
Ervin Yen,Taiwan,765711929,"23,468,000",Start
Lin Shu-fen,Taiwan,766751652,"23,468,000",Stub
List of leaders of the Republic of China,Taiwan,767691746,"23,468,000",B
Chang Nien-chung,Taiwan,767821966,"23,468,000",Stub
Yu Kuo-hwa,Taiwan,767876161,"23,468,000",Stub
Shih Su-mei,Taiwan,767969965,"23,468,000",Stub
Chen Ta-ching,Taiwan,768067018,"23,468,000",Stub
Huang Chieh,Taiwan,768068754,"23,468,000",Stub
Lee Jye,Taiwan,768168369,"23,468,000",Stub
Tsai Chuen-horng,Taiwan,768879764,"23,468,000",Stub
You Ching,Taiwan,768991544,"23,468,000",Stub
Hung Chi-chang,Taiwan,769063141,"23,468,000",Start
Ho Hsin-chun,Taiwan,769078013,"23,468,000",Stub
Lee Shu-chuan,Taiwan,769235159,"23,468,000",Start
Schive Chi,Taiwan,769729119,"23,468,000",Stub
Wu Rong-i,Taiwan,769905668,"23,468,000",Start
Lee Chiao-ju,Taiwan,770069285,"23,468,000",C
Lee Chu-feng,Taiwan,770375158,"23,468,000",Start
Wu Cherng-dean,Taiwan,771110811,"23,468,000",Stub
Liu Ching-chung,Taiwan,771212119,"23,468,000",Start
Tang Yao-ming,Taiwan,771212300,"23,468,000",Stub
List of female cabinet ministers of Taiwan,Taiwan,771304546,"23,468,000",Start
Liu Yuh-san,Taiwan,772390602,"23,468,000",Stub
Yeh Hsien-hsiu,Taiwan,772444660,"23,468,000",Stub
Wu Nai-ren,Taiwan,773391053,"23,468,000",Stub
Chen Chi-chuan,Taiwan,773449118,"23,468,000",Stub
Chan Ting-I,Taiwan,773769535,"23,468,000",Stub
George Huang (politician),Taiwan,773944795,"23,468,000",Stub
Wang Ginn-wang,Taiwan,774075954,"23,468,000",Start
Rosalia Wu,Taiwan,774076129,"23,468,000",Start
Hsu Chih-chieh,Taiwan,774128815,"23,468,000",Stub
Shih Chih-ming,Taiwan,774497630,"23,468,000",Stub
Toshiko Hamayotsu,Taiwan,775794931,"23,468,000",Stub
Wu Shih-wen,Taiwan,775942894,"23,468,000",Stub
Chiu Chuang-huan,Taiwan,775971139,"23,468,000",Stub
Ho Pei-shan,Taiwan,776053649,"23,468,000",Stub
Chang Feng-hsu,Taiwan,776173874,"23,468,000",Stub
Lee Chin-yung,Taiwan,776355501,"23,468,000",Start
Su Chih-fen,Taiwan,776355857,"23,468,000",Start
James Tsai,Taiwan,776365041,"23,468,000",Start
Hsu Shih-hsien,Taiwan,776854054,"23,468,000",Stub
Hung Tzu-yung,Taiwan,776943964,"23,468,000",Start
Cheng Wen-tsan,Taiwan,777430049,"23,468,000",C
Lin Chih-chien,Taiwan,777431164,"23,468,000",Start
Lin Yu-chang,Taiwan,777431415,"23,468,000",Start
Huang Chao-shun,Taiwan,778111181,"23,468,000",Start
Chang Show-foong,Taiwan,778153663,"23,468,000",Start
Hollington Tong,Taiwan,778869784,"23,468,000",Stub
Ko Tun-hwa,Taiwan,779138710,"23,468,000",Stub
Liu Shyh-fang,Taiwan,779176599,"23,468,000",Stub
Chen Cheng-jia,Taiwan,779329769,"23,468,000",Stub
Chiang Chung-ling,Taiwan,779329843,"23,468,000",Start
Kao Yang-sheng,Taiwan,779330021,"23,468,000",Stub
Kuo Ting-tsai,Taiwan,779330048,"23,468,000",Stub
Yan Hong-sen,Taiwan,779330463,"23,468,000",Stub
Josephine Chu,Taiwan,779481542,"23,468,000",Start
Yu Mei-nu,Taiwan,779481573,"23,468,000",Stub
Lisa Huang,Taiwan,779489210,"23,468,000",C
Chen Shi-chang,Taiwan,779721834,"23,468,000",Stub
Lin Cheng-yi (politician),Taiwan,779817489,"23,468,000",Stub
Chen Hsiu-ching,Taiwan,779866503,"23,468,000",Start
Jack C. K. Teng,Taiwan,780066526,"23,468,000",C
Wu Jin-lin,Taiwan,780277719,"23,468,000",Stub
Fan Liang-shiow,Taiwan,780588153,"23,468,000",Stub
Tsay Jaw-yang,Taiwan,780591356,"23,468,000",Stub
Lin Hsi-shan,Taiwan,780593713,"23,468,000",Start
Lin Yu-fang,Taiwan,780595638,"23,468,000",Stub
Lin Neng-pai,Taiwan,780615532,"23,468,000",Stub
Shyu Jyuo-min,Taiwan,780757668,"23,468,000",Start
Mou Chung-yuan,Taiwan,780758100,"23,468,000",Stub
Henry Sun,Taiwan,780758168,"23,468,000",Stub
Chiu Chui-cheng,Taiwan,780759995,"23,468,000",Stub
Chen Chien-liang,Taiwan,780796304,"23,468,000",Stub
Hsiao-hung Nancy Chen,Taiwan,780796472,"23,468,000",Stub
Yang Sui-sheng,Taiwan,780946979,"23,468,000",C
Liu Cheng-hung,Taiwan,780951390,"23,468,000",Start
Wang Chien-fa,Taiwan,780952949,"23,468,000",Start
Justin Huang,Taiwan,780959175,"23,468,000",Start
Chen Shui-tsai,Taiwan,780960535,"23,468,000",Stub
Lee Chun-yi,Taiwan,780978255,"23,468,000",Start
Chen Hsueh-sheng,Taiwan,781006404,"23,468,000",Start
Chen Fu-hai,Taiwan,781045617,"23,468,000",C
Lin Bih-jaw,Taiwan,781089187,"23,468,000",Start
Liu Chien-sin,Taiwan,781089320,"23,468,000",Stub
Tsai De-sheng,Taiwan,781126235,"23,468,000",Stub
Chou Hsi-wei,Taiwan,781324428,"23,468,000",Stub
Cheng Chih-lung (basketball),Taiwan,781328475,"23,468,000",Start
Lin Ming-chen,Taiwan,781521451,"23,468,000",Start
Liu Cheng-ying,Taiwan,782005867,"23,468,000",C
Liu Chih,Taiwan,782006071,"23,468,000",Start
Chen Yu-mei,Taiwan,782940315,"23,468,000",Start
Hsu Ming-yuan,Taiwan,782964252,"23,468,000",Stub
Chern Jenn-chuan,Taiwan,783074918,"23,468,000",Start
Ma Wen-chun,Taiwan,783316423,"23,468,000",Stub
Tina Pan,Taiwan,783345202,"23,468,000",C
Han Kuo-yu,Taiwan,783346239,"23,468,000",Start
Hsu Chun-yat,Taiwan,783440162,"23,468,000",Start
Chen Kuang-fu,Taiwan,783705327,"23,468,000",C
Kang Shih-ju,Taiwan,783712458,"23,468,000",Stub
Hsu Hsin-ying,Taiwan,783712551,"23,468,000",Start
Lin Pin-kuan,Taiwan,783826541,"23,468,000",Start
Kuan Bi-ling,Taiwan,784234199,"23,468,000",Start
Huang Chih-hsiung,Taiwan,784601783,"23,468,000",Start
Wen Hsing-tsun,Taiwan,785147530,"23,468,000",Stub
Su Tseng-chang,Taiwan,785153272,"23,468,000",GA
Liu Shen-liang,Taiwan,785605298,"23,468,000",Stub
Xu Yongchang,Taiwan,786106872,"23,468,000",Start
Day Guey-ing,Taiwan,786868152,"23,468,000",Stub
Shiu Ming-neng,Taiwan,786868425,"23,468,000",Stub
Tseng Chung-ming,Taiwan,786868487,"23,468,000",Start
Twu Shiing-jer,Taiwan,786868516,"23,468,000",C
Yang Chih-liang,Taiwan,786868537,"23,468,000",Stub
Yeh Ching-chuan,Taiwan,786868565,"23,468,000",Start
Chen Chi-lu,Taiwan,786869058,"23,468,000",Start
Wong Chin-chu,Taiwan,786869091,"23,468,000",Start
Huang Pi-twan,Taiwan,786869155,"23,468,000",Start
Ovid Tzeng,Taiwan,786869220,"23,468,000",Stub
Hu Chen-pu,Taiwan,786869672,"23,468,000",Stub
Jaw Shaw-kong,Taiwan,786870086,"23,468,000",Start
Winston Dang,Taiwan,786870462,"23,468,000",Stub
Wei Kuo-yen,Taiwan,786870511,"23,468,000",Start
Tjiu Mau-ying,Taiwan,786871028,"23,468,000",Stub
Chen Chih-ching,Taiwan,786871281,"23,468,000",Start
Tsao Chi-hung,Taiwan,786871291,"23,468,000",Start
Lin Tsung-hsien,Taiwan,786871298,"23,468,000",C
Chang Tzi-chin,Taiwan,786871809,"23,468,000",Start
Pan Shih-wei,Taiwan,786872846,"23,468,000",Start
Hao Feng-ming,Taiwan,786872977,"23,468,000",Start
Kuo Fang-yu,Taiwan,786873032,"23,468,000",Stub
Woody Duh,Taiwan,786873670,"23,468,000",Start
Hwang Jung-chiou,Taiwan,786873833,"23,468,000",Start
Lin Shu-chen,Taiwan,786874899,"23,468,000",Stub
Lucia Lin,Taiwan,786874913,"23,468,000",Stub
Peng Sheng-chu,Taiwan,786875408,"23,468,000",Stub
Sheu Yu-jer,Taiwan,786875530,"23,468,000",Stub
Shih Yen-shiang,Taiwan,786875778,"23,468,000",Stub
Tseng Ming-chung,Taiwan,786875994,"23,468,000",Start
Wang Cheng-teng,Taiwan,786876334,"23,468,000",Start
Wu Se-hwa,Taiwan,786877184,"23,468,000",Stub
Wu Tang-chieh,Taiwan,786877311,"23,468,000",Start
Yeh Shin-cheng,Taiwan,786877678,"23,468,000",Start
Yiin Chii-ming,Taiwan,786877795,"23,468,000",Stub
Yu Ming-shi,Taiwan,786877848,"23,468,000",Stub
Chen Chien-jen (born 1939),Taiwan,786878373,"23,468,000",Stub
Tung Kuo-yu,Taiwan,786879421,"23,468,000",Stub
Vanessa Shih,Taiwan,786879517,"23,468,000",Start
Koh Se-kai,Taiwan,786880612,"23,468,000",Stub
Ting Mao-shih,Taiwan,786881384,"23,468,000",Stub
Timothy Yang,Taiwan,786881665,"23,468,000",Start
Hsu Shui-teh,Taiwan,786881873,"23,468,000",Stub
Simon Ko,Taiwan,786883245,"23,468,000",Start
Jason Yuan,Taiwan,786898013,"23,468,000",Stub
David Lee (politician),Taiwan,787219583,"23,468,000",Start
Chung-Ming Wang,Taiwan,787609673,"23,468,000",Start
Hsiao Bi-khim,Taiwan,787725015,"23,468,000",C
Walis Perin,Taiwan,788028560,"23,468,000",C
Clara Chou,Taiwan,788086930,"23,468,000",C
Chang King-yuh,Taiwan,788271000,"23,468,000",Stub
Tsai Ling-lan,Taiwan,788549363,"23,468,000",Stub
Feng Shih-kuan,Taiwan,788591885,"23,468,000",Start
Liu Chuan-chung,Taiwan,788681195,"23,468,000",Stub
Shen Lyu-shun,Taiwan,788681641,"23,468,000",Start
Yang Sen,Taiwan,788696149,"23,468,000",Start
Frederick Chien,Taiwan,789227920,"23,468,000",Start
You Hwai-yin,Taiwan,789272946,"23,468,000",Start
Lee Fu-hsing,Taiwan,789357267,"23,468,000",Start
Chang Chun-hung,Taiwan,789381469,"23,468,000",Start
Fan Lai-chin,Taiwan,789400191,"23,468,000",Stub
Chiang Peng-chien,Taiwan,789445701,"23,468,000",Start
Lin Tzu-ling,Taiwan,789449096,"23,468,000",Stub
Lee Yung-te,Taiwan,789700580,"23,468,000",Stub
Yang Hung-duen,Taiwan,789721582,"23,468,000",Start
Tu Cheng-sheng,Taiwan,789721982,"23,468,000",Start
Yu Lin-ya,Taiwan,789722047,"23,468,000",Stub
Ko Chun-hsiung,Taiwan,789722176,"23,468,000",C
Lin Yi-shih,Taiwan,790071367,"23,468,000",Start
Chen Chao-ming,Taiwan,790350399,"23,468,000",Stub
Wu Chi-ming,Taiwan,790359572,"23,468,000",Stub
Mary Chen,Taiwan,790476111,"23,468,000",C
Yen Ching-piao,Taiwan,790553690,"23,468,000",C
Lee Chao-ching,Taiwan,790553794,"23,468,000",Start
Huang Shao-ku,Taiwan,790768506,"23,468,000",Stub
Chu Fong-chi,Taiwan,790935261,"23,468,000",Start
Frida Tsai,Taiwan,790985544,"23,468,000",C
Joanna Lei,Taiwan,791149964,"23,468,000",Start
Ju Gau-jeng,Taiwan,791197927,"23,468,000",Start
Jay N. Shih,Taiwan,791538727,"23,468,000",Start
Lin Wen-lang,Taiwan,791678228,"23,468,000",Stub
Chiu Chang,Taiwan,791678597,"23,468,000",Start
Wu Ming-ji,Taiwan,791898698,"23,468,000",Stub
Chang Ching-hui,Taiwan,791953403,"23,468,000",Start
Chen Hsiu-hui,Taiwan,791954596,"23,468,000",Start
